Test-focused sweep: runs=1000 / candidates=3360 (epochs=3, split_strategy=random, seed=42, split=70/15/15, train_max_samples=50000)
[560/1000] wide2  hidden=512,256                  bs=1024 lr=0.0005 do=0.1  wd=0.0    test_rmse=1.0643  test_acc=68.37%  (3.58s)
[561/1000] deep3  hidden=512,256,128              bs=1024 lr=0.004  do=0.05 wd=0.001  test_rmse=0.4865  test_acc=75.55%  (3.71s)
[562/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.003  do=0.2  wd=0.001  test_rmse=1.0676  test_acc=54.82%  (4.06s)
[563/1000] deep3  hidden=512,256,128              bs=1024 lr=0.001  do=0.2  wd=0.001  test_rmse=0.8964  test_acc=73.34%  (3.77s)
[564/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0005 do=0.1  wd=0.0001 test_rmse=2.0411  test_acc=32.96%  (5.71s)
[565/1000] wide2  hidden=512,256                  bs=2048 lr=0.002  do=0.2  wd=0.0    test_rmse=1.0811  test_acc=65.50%  (3.42s)
[566/1000] big3   hidden=1024,512,256             bs=2048 lr=0.004  do=0.2  wd=0.0    test_rmse=0.5584  test_acc=73.47%  (5.36s)
[567/1000] big3   hidden=1024,512,256             bs=2048 lr=0.001  do=0.05 wd=0.001  test_rmse=1.1740  test_acc=67.92%  (5.45s)
[568/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.2  wd=0.0    test_rmse=2.2430  test_acc=0.00%  (3.72s)
[569/1000] big3   hidden=1024,512,256             bs=2048 lr=0.0005 do=0.2  wd=0.0    test_rmse=1.6610  test_acc=51.97%  (5.46s)
[570/1000] deep3  hidden=512,256,128              bs=4096 lr=0.002  do=0.1  wd=0.0001 test_rmse=1.1772  test_acc=53.59%  (3.99s)
[571/1000] big3   hidden=1024,512,256             bs=2048 lr=0.002  do=0.2  wd=0.0    test_rmse=0.8154  test_acc=69.87%  (5.57s)
[572/1000] base2  hidden=256,128                  bs=8192 lr=0.003  do=0.1  wd=0.0001 test_rmse=2.5126  test_acc=8.24%  (3.25s)
[573/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.004  do=0.2  wd=0.0001 test_rmse=0.5636  test_acc=73.39%  (5.63s)
[574/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.004  do=0.2  wd=0.001  test_rmse=0.7721  test_acc=70.38%  (3.95s)
[575/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.003  do=0.2  wd=0.001  test_rmse=6.3808  test_acc=0.33%  (5.72s)
[576/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.002  do=0.2  wd=0.001  test_rmse=1.2448  test_acc=47.37%  (5.83s)
[577/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.004  do=0.0  wd=0.0001 test_rmse=1.3537  test_acc=0.00%  (4.81s)
[578/1000] deep3  hidden=512,256,128              bs=8192 lr=0.002  do=0.0  wd=0.0001 test_rmse=2.9058  test_acc=0.00%  (3.56s)
[579/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.0  wd=0.001  test_rmse=1.0048  test_acc=68.59%  (3.37s)
[580/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.2  wd=0.0    test_rmse=1.6517  test_acc=43.94%  (3.91s)
[581/1000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.2  wd=0.0    test_rmse=4.3052  test_acc=0.00%  (2.95s)
[582/1000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.0  wd=0.0001 test_rmse=1.8060  test_acc=28.13%  (2.67s)
[583/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.05 wd=0.0001 test_rmse=0.6969  test_acc=73.51%  (2.81s)
[584/1000] small2 hidden=128,64                   bs=8192 lr=0.001  do=0.05 wd=0.0    test_rmse=7.0703  test_acc=0.09%  (2.93s)
[585/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.003  do=0.1  wd=0.0001 test_rmse=0.8317  test_acc=69.53%  (3.84s)
[586/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.7709  test_acc=69.33%  (2.28s)
[587/1000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.05 wd=0.001  test_rmse=0.9895  test_acc=47.54%  (3.18s)
[588/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.1  wd=0.001  test_rmse=0.6346  test_acc=73.01%  (2.81s)
[589/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.1  wd=0.001  test_rmse=1.6646  test_acc=37.62%  (3.71s)
[590/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.05 wd=0.0    test_rmse=0.5092  test_acc=74.14%  (5.62s)
[591/1000] deep3  hidden=512,256,128              bs=2048 lr=0.001  do=0.05 wd=0.001  test_rmse=1.4021  test_acc=46.57%  (3.72s)
[592/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.0  wd=0.0001 test_rmse=2.5112  test_acc=0.00%  (4.67s)
[593/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.0  wd=0.001  test_rmse=1.2205  test_acc=34.38%  (3.35s)
[594/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.003  do=0.0  wd=0.0001 test_rmse=0.5176  test_acc=75.21%  (5.42s)
[595/1000] base2  hidden=256,128                  bs=8192 lr=0.001  do=0.0  wd=0.0    test_rmse=4.9793  test_acc=0.00%  (3.01s)
[596/1000] wide2  hidden=512,256                  bs=4096 lr=0.001  do=0.1  wd=0.0    test_rmse=1.9285  test_acc=0.00%  (3.72s)
[597/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.05 wd=0.0001 test_rmse=0.8031  test_acc=70.58%  (3.93s)
[598/1000] small2 hidden=128,64                   bs=2048 lr=0.001  do=0.0  wd=0.0001 test_rmse=1.7379  test_acc=22.74%  (2.57s)
[599/1000] wide2  hidden=512,256                  bs=4096 lr=0.003  do=0.05 wd=0.001  test_rmse=1.2944  test_acc=28.08%  (3.72s)
[600/1000] small2 hidden=128,64                   bs=4096 lr=0.0005 do=0.0  wd=0.0001 test_rmse=7.0928  test_acc=0.08%  (2.75s)
[601/1000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.05 wd=0.0    test_rmse=9.0999  test_acc=0.01%  (3.18s)
[602/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0005 do=0.1  wd=0.0    test_rmse=2.6209  test_acc=19.46%  (5.63s)
[603/1000] wide2  hidden=512,256                  bs=8192 lr=0.003  do=0.05 wd=0.0    test_rmse=1.9162  test_acc=0.00%  (3.72s)
[604/1000] deep3  hidden=512,256,128              bs=8192 lr=0.003  do=0.1  wd=0.0    test_rmse=1.7243  test_acc=0.00%  (3.91s)
[605/1000] deep3  hidden=512,256,128              bs=4096 lr=0.004  do=0.0  wd=0.0001 test_rmse=1.0411  test_acc=49.64%  (3.49s)
[606/1000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.05 wd=0.0001 test_rmse=1.4507  test_acc=0.00%  (3.12s)
[607/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0005 do=0.1  wd=0.0    test_rmse=1.3077  test_acc=55.85%  (3.91s)
[608/1000] base2  hidden=256,128                  bs=4096 lr=0.002  do=0.05 wd=0.0001 test_rmse=1.5363  test_acc=0.55%  (3.13s)
[609/1000] deep3  hidden=512,256,128              bs=2048 lr=0.004  do=0.05 wd=0.001  test_rmse=0.6949  test_acc=69.04%  (3.76s)
[610/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.004  do=0.0  wd=0.0    test_rmse=0.4619  test_acc=74.85%  (5.06s)
[611/1000] wide2  hidden=512,256                  bs=4096 lr=0.004  do=0.05 wd=0.0001 test_rmse=1.0422  test_acc=36.62%  (3.78s)
[612/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0005 do=0.05 wd=0.0001 test_rmse=1.3109  test_acc=68.35%  (5.72s)
[613/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.1  wd=0.001  test_rmse=1.3180  test_acc=44.94%  (5.75s)
[614/1000] deep3  hidden=512,256,128              bs=2048 lr=0.003  do=0.1  wd=0.0    test_rmse=0.9471  test_acc=70.71%  (3.68s)
[615/1000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.0271  test_acc=65.11%  (2.56s)
[616/1000] wide2  hidden=512,256                  bs=8192 lr=0.0005 do=0.05 wd=0.001  test_rmse=3.5937  test_acc=5.76%  (3.67s)
[617/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.6970  test_acc=70.80%  (2.42s)
[618/1000] wide2  hidden=512,256                  bs=4096 lr=0.001  do=0.2  wd=0.0    test_rmse=1.9384  test_acc=0.00%  (3.64s)
[619/1000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.05 wd=0.0001 test_rmse=4.3789  test_acc=0.03%  (3.15s)
[620/1000] wide2  hidden=512,256                  bs=1024 lr=0.002  do=0.2  wd=0.0    test_rmse=0.6347  test_acc=74.15%  (3.51s)
[621/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.002  do=0.05 wd=0.0001 test_rmse=2.3508  test_acc=18.24%  (5.67s)
[622/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.001  do=0.05 wd=0.001  test_rmse=0.8045  test_acc=72.06%  (6.12s)
[623/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.2  wd=0.0001 test_rmse=0.8007  test_acc=69.61%  (2.4s)
[624/1000] deep3  hidden=512,256,128              bs=2048 lr=0.002  do=0.0  wd=0.0    test_rmse=0.9749  test_acc=67.93%  (3.27s)
[625/1000] big3   hidden=1024,512,256             bs=1024 lr=0.002  do=0.2  wd=0.0001 test_rmse=0.5560  test_acc=74.83%  (5.72s)
[626/1000] wide2  hidden=512,256                  bs=2048 lr=0.004  do=0.2  wd=0.0    test_rmse=0.7025  test_acc=72.77%  (3.4s)
[627/1000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.2  wd=0.0001 test_rmse=4.4604  test_acc=0.00%  (2.99s)
[628/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0005 do=0.1  wd=0.0    test_rmse=1.6424  test_acc=49.28%  (3.91s)
[629/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.004  do=0.0  wd=0.0001 test_rmse=2.2259  test_acc=1.33%  (3.61s)
[630/1000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.0  wd=0.0001 test_rmse=2.4666  test_acc=16.97%  (4.65s)
[631/1000] big3   hidden=1024,512,256             bs=2048 lr=0.001  do=0.1  wd=0.0001 test_rmse=1.0314  test_acc=68.93%  (5.56s)
[632/1000] deep3  hidden=512,256,128              bs=8192 lr=0.004  do=0.05 wd=0.001  test_rmse=3.2166  test_acc=8.17%  (3.94s)
[633/1000] deep3  hidden=512,256,128              bs=1024 lr=0.004  do=0.1  wd=0.0    test_rmse=0.5042  test_acc=75.59%  (3.83s)
[634/1000] deep3  hidden=512,256,128              bs=4096 lr=0.002  do=0.2  wd=0.001  test_rmse=1.7416  test_acc=0.00%  (3.91s)
[635/1000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.0  wd=0.0001 test_rmse=4.3949  test_acc=0.03%  (3.01s)
[636/1000] big3   hidden=1024,512,256             bs=2048 lr=0.003  do=0.2  wd=0.0001 test_rmse=0.7961  test_acc=64.47%  (5.62s)
[637/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.1  wd=0.0    test_rmse=1.0819  test_acc=68.19%  (3.83s)
[638/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.1  wd=0.001  test_rmse=0.8242  test_acc=73.29%  (2.7s)
[639/1000] small2 hidden=128,64                   bs=8192 lr=0.003  do=0.0  wd=0.0001 test_rmse=3.0704  test_acc=5.63%  (2.87s)
[640/1000] deep3  hidden=512,256,128              bs=4096 lr=0.004  do=0.2  wd=0.001  test_rmse=1.3658  test_acc=0.00%  (3.93s)
[641/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.2  wd=0.0    test_rmse=3.6335  test_acc=4.10%  (4.03s)
[642/1000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.0  wd=0.001  test_rmse=0.9836  test_acc=47.34%  (2.97s)
[643/1000] small2 hidden=128,64                   bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.6438  test_acc=36.72%  (2.55s)
[644/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.2  wd=0.0    test_rmse=0.9286  test_acc=64.80%  (5.84s)
[645/1000] small2 hidden=128,64                   bs=2048 lr=0.004  do=0.1  wd=0.0    test_rmse=0.8416  test_acc=61.45%  (2.53s)
[646/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.003  do=0.1  wd=0.001  test_rmse=0.5939  test_acc=73.08%  (4.04s)
[647/1000] big3   hidden=1024,512,256             bs=4096 lr=0.003  do=0.1  wd=0.0    test_rmse=2.4486  test_acc=17.70%  (5.5s)
[648/1000] big3   hidden=1024,512,256             bs=4096 lr=0.004  do=0.1  wd=0.0    test_rmse=1.0000  test_acc=52.57%  (5.61s)
[649/1000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.05 wd=0.0    test_rmse=3.5376  test_acc=1.52%  (3.12s)
[650/1000] small2 hidden=128,64                   bs=2048 lr=0.002  do=0.1  wd=0.0001 test_rmse=1.1647  test_acc=57.84%  (2.57s)
[651/1000] wide2  hidden=512,256                  bs=1024 lr=0.0005 do=0.0  wd=0.001  test_rmse=1.3912  test_acc=61.55%  (3.11s)
[652/1000] big3   hidden=1024,512,256             bs=2048 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.0966  test_acc=69.48%  (5.57s)
[653/1000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.1  wd=0.001  test_rmse=3.5359  test_acc=1.48%  (3.14s)
[654/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.0  wd=0.0    test_rmse=0.6160  test_acc=73.97%  (2.57s)
[655/1000] big3   hidden=1024,512,256             bs=4096 lr=0.003  do=0.2  wd=0.0001 test_rmse=2.1108  test_acc=17.10%  (5.56s)
[656/1000] small2 hidden=128,64                   bs=8192 lr=0.001  do=0.0  wd=0.0    test_rmse=7.0890  test_acc=0.08%  (2.82s)
[657/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.0  wd=0.0001 test_rmse=0.7087  test_acc=70.95%  (4.84s)
[658/1000] big3   hidden=1024,512,256             bs=1024 lr=0.002  do=0.1  wd=0.0001 test_rmse=0.5323  test_acc=75.39%  (5.9s)
[659/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.003  do=0.05 wd=0.001  test_rmse=1.3056  test_acc=45.41%  (4.02s)
[660/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.004  do=0.05 wd=0.001  test_rmse=0.5235  test_acc=72.00%  (5.78s)
[661/1000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.2  wd=0.001  test_rmse=4.3053  test_acc=0.00%  (2.89s)
[662/1000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.0  wd=0.001  test_rmse=9.1204  test_acc=0.01%  (3.0s)
[663/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.004  do=0.1  wd=0.001  test_rmse=1.7796  test_acc=15.32%  (5.73s)
[664/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.002  do=0.1  wd=0.001  test_rmse=1.3615  test_acc=52.18%  (5.8s)
[665/1000] wide2  hidden=512,256                  bs=2048 lr=0.0005 do=0.05 wd=0.0001 test_rmse=1.3028  test_acc=60.97%  (3.59s)
[666/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.003  do=0.05 wd=0.0    test_rmse=1.7109  test_acc=39.95%  (4.06s)
[667/1000] deep3  hidden=512,256,128              bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=3.3926  test_acc=3.75%  (3.91s)
[668/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.001  do=0.0  wd=0.0001 test_rmse=1.6975  test_acc=50.62%  (3.59s)
[669/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.003  do=0.2  wd=0.0001 test_rmse=0.6575  test_acc=69.66%  (4.08s)
[670/1000] big3   hidden=1024,512,256             bs=1024 lr=0.004  do=0.0  wd=0.001  test_rmse=0.4685  test_acc=75.48%  (5.05s)
[671/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.1  wd=0.0    test_rmse=0.7158  test_acc=70.61%  (2.48s)
[672/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.0  wd=0.0001 test_rmse=0.6160  test_acc=73.97%  (2.57s)
[673/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.1  wd=0.001  test_rmse=0.7160  test_acc=70.70%  (2.52s)
[674/1000] small2 hidden=128,64                   bs=4096 lr=0.004  do=0.1  wd=0.001  test_rmse=1.5634  test_acc=40.69%  (2.86s)
[675/1000] small2 hidden=128,64                   bs=8192 lr=0.003  do=0.0  wd=0.0    test_rmse=3.4487  test_acc=3.96%  (2.87s)
[676/1000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.2  wd=0.001  test_rmse=1.1005  test_acc=60.57%  (2.55s)
[677/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.001  do=0.05 wd=0.001  test_rmse=2.0388  test_acc=0.00%  (5.76s)
[678/1000] wide2  hidden=512,256                  bs=4096 lr=0.004  do=0.05 wd=0.0    test_rmse=1.2582  test_acc=43.37%  (3.68s)
[679/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0005 do=0.1  wd=0.001  test_rmse=3.2083  test_acc=5.80%  (5.67s)
[680/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0005 do=0.05 wd=0.0    test_rmse=1.6548  test_acc=42.95%  (3.83s)
[681/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.6507  test_acc=26.22%  (5.78s)
[682/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.2  wd=0.0    test_rmse=0.5359  test_acc=74.44%  (5.97s)
[683/1000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.2  wd=0.0    test_rmse=2.7638  test_acc=9.71%  (5.54s)
[684/1000] big3   hidden=1024,512,256             bs=8192 lr=0.001  do=0.1  wd=0.001  test_rmse=2.3054  test_acc=11.88%  (5.47s)
[685/1000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.0  wd=0.001  test_rmse=2.4278  test_acc=6.87%  (4.55s)
[686/1000] big3   hidden=1024,512,256             bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.4718  test_acc=75.38%  (5.77s)
[687/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0005 do=0.0  wd=0.0001 test_rmse=1.3363  test_acc=36.96%  (3.49s)
[688/1000] base2  hidden=256,128                  bs=2048 lr=0.004  do=0.2  wd=0.0    test_rmse=0.8011  test_acc=69.18%  (2.83s)
[689/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0005 do=0.1  wd=0.0    test_rmse=1.0450  test_acc=70.00%  (4.18s)
[690/1000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.05 wd=0.001  test_rmse=3.5376  test_acc=1.52%  (3.16s)
[691/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.6530  test_acc=48.80%  (5.78s)
[692/1000] small2 hidden=128,64                   bs=2048 lr=0.0005 do=0.1  wd=0.0001 test_rmse=3.3323  test_acc=1.32%  (2.6s)
[693/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.05 wd=0.001  test_rmse=3.8238  test_acc=3.15%  (4.01s)
[694/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.1  wd=0.0001 test_rmse=4.7886  test_acc=1.50%  (4.07s)
[695/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.002  do=0.1  wd=0.0001 test_rmse=1.3614  test_acc=52.19%  (5.77s)
[696/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0005 do=0.0  wd=0.0    test_rmse=1.2954  test_acc=67.61%  (3.37s)
[697/1000] wide2  hidden=512,256                  bs=2048 lr=0.002  do=0.2  wd=0.0    test_rmse=0.8831  test_acc=71.32%  (3.58s)
[698/1000] big3   hidden=1024,512,256             bs=8192 lr=0.004  do=0.2  wd=0.001  test_rmse=2.9612  test_acc=0.00%  (5.46s)
[699/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.0  wd=0.0001 test_rmse=0.5174  test_acc=74.82%  (5.07s)
[700/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.002  do=0.05 wd=0.0001 test_rmse=1.2565  test_acc=49.58%  (4.07s)
[701/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.2  wd=0.0001 test_rmse=1.6648  test_acc=16.51%  (5.81s)
[702/1000] small2 hidden=128,64                   bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.6676  test_acc=70.82%  (2.34s)
[703/1000] wide2  hidden=512,256                  bs=1024 lr=0.0005 do=0.05 wd=0.0    test_rmse=1.3871  test_acc=62.26%  (3.5s)
[704/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.0  wd=0.001  test_rmse=0.7969  test_acc=73.03%  (2.58s)
[705/1000] deep3  hidden=512,256,128              bs=1024 lr=0.001  do=0.1  wd=0.001  test_rmse=1.0772  test_acc=70.43%  (3.74s)
[706/1000] big3   hidden=1024,512,256             bs=2048 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.2241  test_acc=67.69%  (5.39s)
[707/1000] deep3  hidden=512,256,128              bs=1024 lr=0.002  do=0.2  wd=0.0    test_rmse=0.7473  test_acc=73.34%  (3.78s)
[708/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.2  wd=0.0001 test_rmse=0.7203  test_acc=72.94%  (2.86s)
[709/1000] base2  hidden=256,128                  bs=4096 lr=0.001  do=0.2  wd=0.0    test_rmse=2.5969  test_acc=10.95%  (3.14s)
[710/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.05 wd=0.001  test_rmse=0.5552  test_acc=75.13%  (3.89s)
[711/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.003  do=0.05 wd=0.0    test_rmse=1.3056  test_acc=45.41%  (4.05s)
[712/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.004  do=0.05 wd=0.0001 test_rmse=0.6875  test_acc=70.82%  (3.94s)
[713/1000] wide2  hidden=512,256                  bs=4096 lr=0.0005 do=0.0  wd=0.0001 test_rmse=2.3269  test_acc=13.48%  (3.38s)
[714/1000] small2 hidden=128,64                   bs=1024 lr=0.004  do=0.2  wd=0.0    test_rmse=0.6665  test_acc=71.61%  (2.52s)
[715/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=3.2382  test_acc=6.90%  (4.01s)
[716/1000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.0  wd=0.0    test_rmse=2.4278  test_acc=6.87%  (4.57s)
[717/1000] deep3  hidden=512,256,128              bs=1024 lr=0.002  do=0.2  wd=0.0001 test_rmse=0.7472  test_acc=73.36%  (3.75s)
[718/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.1  wd=0.0    test_rmse=0.8244  test_acc=73.29%  (2.72s)
[719/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.05 wd=0.001  test_rmse=3.2382  test_acc=6.90%  (3.97s)
[720/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.1  wd=0.001  test_rmse=3.1312  test_acc=0.00%  (5.72s)
[721/1000] big3   hidden=1024,512,256             bs=2048 lr=0.003  do=0.05 wd=0.0    test_rmse=0.7782  test_acc=62.80%  (5.64s)
[722/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.004  do=0.0  wd=0.001  test_rmse=1.8629  test_acc=9.99%  (3.53s)
[723/1000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.1038  test_acc=65.16%  (3.44s)
[724/1000] small2 hidden=128,64                   bs=4096 lr=0.0005 do=0.1  wd=0.0    test_rmse=7.3011  test_acc=0.09%  (2.85s)
[725/1000] big3   hidden=1024,512,256             bs=1024 lr=0.004  do=0.05 wd=0.001  test_rmse=0.4682  test_acc=76.36%  (5.7s)
[726/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=3.1193  test_acc=0.00%  (5.7s)
[727/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.5353  test_acc=73.63%  (5.11s)
[728/1000] deep3  hidden=512,256,128              bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.5235  test_acc=74.57%  (3.87s)
[729/1000] wide2  hidden=512,256                  bs=2048 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.8558  test_acc=64.41%  (3.5s)
[730/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.004  do=0.05 wd=0.0001 test_rmse=0.9385  test_acc=61.39%  (5.77s)
[731/1000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.1  wd=0.001  test_rmse=4.5625  test_acc=0.00%  (2.93s)
[732/1000] wide2  hidden=512,256                  bs=4096 lr=0.004  do=0.1  wd=0.001  test_rmse=1.2712  test_acc=43.66%  (3.63s)
[733/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.004  do=0.05 wd=0.0001 test_rmse=1.1253  test_acc=32.19%  (3.99s)
[734/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0005 do=0.0  wd=0.0    test_rmse=2.8722  test_acc=9.09%  (4.75s)
[735/1000] deep3  hidden=512,256,128              bs=8192 lr=0.001  do=0.2  wd=0.001  test_rmse=3.5182  test_acc=3.23%  (3.94s)
[736/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.2  wd=0.0    test_rmse=3.1370  test_acc=0.00%  (5.71s)
[737/1000] big3   hidden=1024,512,256             bs=1024 lr=0.0005 do=0.2  wd=0.0    test_rmse=1.0929  test_acc=72.31%  (5.62s)
[738/1000] wide2  hidden=512,256                  bs=1024 lr=0.003  do=0.1  wd=0.0001 test_rmse=0.5473  test_acc=74.90%  (3.47s)
[739/1000] small2 hidden=128,64                   bs=2048 lr=0.004  do=0.05 wd=0.001  test_rmse=0.8333  test_acc=60.73%  (2.52s)
[740/1000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.0  wd=0.001  test_rmse=1.1594  test_acc=40.40%  (2.65s)
[741/1000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.1  wd=0.001  test_rmse=11.0420  test_acc=0.00%  (2.89s)
[742/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.001  do=0.0  wd=0.0001 test_rmse=1.3452  test_acc=63.38%  (3.27s)
[743/1000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.0  wd=0.0    test_rmse=1.3854  test_acc=64.89%  (2.99s)
[744/1000] small2 hidden=128,64                   bs=2048 lr=0.0005 do=0.0  wd=0.0    test_rmse=2.8211  test_acc=2.55%  (2.36s)
[745/1000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.1  wd=0.0    test_rmse=2.7114  test_acc=15.86%  (5.43s)
[746/1000] deep3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.05 wd=0.0    test_rmse=4.1859  test_acc=2.66%  (3.86s)
